Country,JobTitle,Category,CostofLivingIndex,RentIndex,CostofLivingPlusRentIndex,GroceriesIndex,RestaurantPriceIndex,LocalPurchasingPowerIndex,SalaryRange
Oman,Environmental Scientist,Environmental,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Senor Environmental Health Practitioner,Environmental,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Administrative Director,Health and Medical,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Chief Product Officer,Marketing,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Head of Public Relations,Public Relations,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Distribution Manager,Purchasing and Inventory,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Real Estate General Manager,Real Estate,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Canada,Used Car Manager,Automotive,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Robotics Engineer,Engineering,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Business Process Consultant,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Delivery Manager,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Information Assurance Analyst,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Information Technology Architect,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Information Technology Training Analyst,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Project Management Officer,Executive and Management,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Health Coach,Fitness / Hair / Beauty,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Employee Health and Wellness Administrator,Human Resources,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Employee Relations Analyst,Human Resources,68.4,36,53.1,70.7,64,83.3,90-100
Canada,BizTalk Developer,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,SAP Consultant,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Sharepoint Consultant,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,User Experience Consultant,Information Technology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Insurance Appraiser,Insurance,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Payment Services Specialist,Insurance,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Fire Inspector,Law Enforcement / Security / Fire,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Program Researcher,Media / Broadcasting / Arts / Entertainment,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Crude Oil Marketing Representative,Oil / Gas / Energy / Mining,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Field Safety Auditor,Oil / Gas / Energy / Mining,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Pharmaceutical Technologist,Pharmaceutical and Biotechnology,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Leasing Consultant,Real Estate,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Property and Claims Specialist,Real Estate,68.4,36,53.1,70.7,64,83.3,90-100
Canada,District Leader,Sales Retail and Wholesale,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Technical Services Research Coordinator,Science and Technical Services,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Curriculum Coordinator,Teaching / Education,68.4,36,53.1,70.7,64,83.3,90-100
Canada,Deputy Controller of Examinations,Teaching / Education,68.4,36,53.1,70.7,64,83.3,90-100
Czech Republic,Physician - Radiology,Health and Medical,48.6,21,35.5,44.1,34.5,64.9,90-100
Iceland,Management Economist,Accounting and Finance,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Advertising and Promotions Manager,Advertising / Graphic Design / Events,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Design Manager,Architecture,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Bank Relationship Manager,Banking,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Day Care Director,Care Giving and Child Care,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Director of Rehabilitation Services,Counseling,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Deputy Director,Executive and Management,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Deputy Manager,Executive and Management,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Supply Chain Manager,Executive and Management,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Industrial Production Manager,Factory and Manufacturing,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Epidemiologist,Health and Medical,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Executive Human Capital Management,Human Resources,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Import and Export Manager,Import and Export,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Import and Procurement Manager,Import and Export,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Head of Information Technology,Information Technology,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Publishing and Printing Manager,Publishing and Printing,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Recreation Manager,Recreation and Sports,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Area Sales Manager,Sales Retail and Wholesale,85.7,41,64.5,86.5,88,109.1,90-100
Iceland,Professor - Physics,Teaching / Education,85.7,41,64.5,86.5,88,109.1,90-100
Bahamas,Cash Management Manager,Banking,88.5,41.8,66.3,80.5,80.4,38,90-100
Bahamas,Mortgage Operations Manager,Banking,88.5,41.8,66.3,80.5,80.4,38,90-100
United States,Accounting Specialist,Accounting and Finance,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Construction Project Engineer,Construction / Building / Installation,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Electrical Engineer,Engineering,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Production Engineer,Factory and Manufacturing,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Fabric Manager,Fashion and Apparel,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Surgical Instrument Techncian,Health and Medical,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Development Architect,Information Technology,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Principal Consultant,Information Technology,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Web Security Administrator,Information Technology,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Hospital Pharmacy Technician,Pharmaceutical and Biotechnology,72.9,44.7,59.5,74.2,68.4,120.9,90-100
United States,Real Estate Administrator,Real Estate,72.9,44.7,59.5,74.2,68.4,120.9,90-100
Bahrain,Managing Director,Executive and Management,53.7,22.6,39,46.4,43.4,83.6,90-100
Belgium,Medical Administrator,Health and Medical,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Nursing Supervisor,Health and Medical,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Patient Services Coordinator,Health and Medical,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Human Resources Recruiter,Human Resources,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Systems Consultant,Information Technology,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Shop Manager,Sales Retail and Wholesale,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Telecommunication Solution Architect,Telecommunication,63,21.4,43.3,56.1,67.8,90.7,90-100
Finland,Events and Promotions Manager,Advertising / Graphic Design / Events,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Finland,Corporate Director,Executive and Management,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Finland,Brand Manager,Marketing,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Germany,Attorney,Legal,62.7,26.3,45.4,57.6,52.5,101,90-100
Germany,Director of Real Estate,Real Estate,62.7,26.3,45.4,57.6,52.5,101,90-100
Italy,Aviation Safety Manager,Airlines / Aviation / Aerospace / Defense,58.9,21.1,41,56.8,55,62.8,90-100
Italy,Registered Dietitian,Health and Medical,58.9,21.1,41,56.8,55,62.8,90-100
Luxembourg,Credit Manager,Accounting and Finance,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,ATM Manager,Banking,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Location Manager,Executive and Management,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Cardiovascular Technologist,Health and Medical,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Search Marketing Strategist,Marketing,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Wildlife Biologist,Science and Technical Services,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Malta,Commercial Sales Manager,Sales Retail and Wholesale,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Netherlands,Corporate Director,Executive and Management,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Clinical Cytogeneticist,Health and Medical,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Recruiting Manager,Human Resources,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Public Relations Manager,Public Relations,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Scientist,Science and Technical Services,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Professor - Liberal Arts,Teaching / Education,64.3,34.5,50.2,57.4,61,103.3,90-100
Spain,Physician - Sports Medicine,Health and Medical,48.4,23.6,36.6,45.1,44,78.2,90-100
China,Director of Sales,Sales Retail and Wholesale,34.1,13.4,24.3,37.6,21,60.5,90-100
Jersey,Airfield Operations Specialist,Airlines / Aviation / Aerospace / Defense,74.3,52.5,64,64.1,93.6,72,90-100
Jersey,Engineering Sales Manager,Engineering,74.3,52.5,64,64.1,93.6,72,90-100
Jersey,Information Technology Consultant,Information Technology,74.3,52.5,64,64.1,93.6,72,90-100
Jersey,Major Incident Manager,Information Technology,74.3,52.5,64,64.1,93.6,72,90-100
Thailand,Physician - Sports Medicine,Health and Medical,36,12.4,24.8,41,18.4,32.9,90-100
Cayman Islands,Internal Bank Audit Manager,Banking,111.7,76,94.8,109,99.5,73.7,90-100
Belgium,Tax Consultant,Accounting and Finance,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Project Manager,Executive and Management,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Information Security Analyst,Information Technology,63,21.4,43.3,56.1,67.8,90.7,90-100
Finland,Accounting Manager,Accounting and Finance,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Finland,AML Analyst,Banking,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Luxembourg,Cash Management Manager,Accounting and Finance,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Landscape Architect,Architecture,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Loans Manager,Banking,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Product Manager,Factory and Manufacturing,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Clinical Cytogeneticist,Health and Medical,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Infection Preventionist,Health and Medical,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Talent Acquisition Manager,Human Resources,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Business Intelligence Manager,Information Technology,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Loss Prevention Manager,Insurance,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Luxembourg,Medical Science Liaison,Pharmaceutical and Biotechnology,65.3,42.4,54.4,65.1,69.4,148.9,90-100
Malta,Fraud Prevention Manager,Accounting and Finance,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Malta,Check Processing Manager,Banking,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Malta,Manager,Executive and Management,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Malta,Professor - Architecture,Teaching / Education,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Malta,Professor - Biology,Teaching / Education,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Malta,Professor - Pharmaceutical Sciences,Teaching / Education,55.1,25.3,40.9,49.9,57.5,58.3,90-100
Montenegro,Crown Prosecution Service Lawyer,Legal,40.9,16.6,29.4,36.3,35.6,41.8,90-100
Netherlands,Day Spa Manager,Fitness / Hair / Beauty,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Regional Restaurant Manager,Food / Hospitality / Tourism / Catering,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Assistant Director of Nursing,Health and Medical,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Corporate Counsel,Legal,64.3,34.5,50.2,57.4,61,103.3,90-100
Netherlands,Portfolio Analyst,Real Estate,64.3,34.5,50.2,57.4,61,103.3,90-100
Slovakia,Surgeon - Pediatric,Health and Medical,47.9,15.1,32.4,45.1,35.5,55.8,90-100
Spain,Physician - Maternal / Fetal Medicine,Health and Medical,48.4,23.6,36.6,45.1,44,78.2,90-100
Taiwan,Prosthetist,Health and Medical,49,13.7,32.2,61.8,24.8,80,90-100
Denmark,Bank Accounts Manager,Banking,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Bank Operations Specialist,Banking,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Professor - Music,Teaching / Education,75.2,28.6,53.1,65,82.6,103.3,90-100
Sweden,Engineering Project Director,Engineering,62.2,23.1,43.6,61.8,56.1,94.6,90-100
Sweden,Sales Director,Marketing,62.2,23.1,43.6,61.8,56.1,94.6,90-100
Costa Rica,Architecture Consultant,Architecture,53.6,16.5,36,54.2,44.1,37,90-100
Costa Rica,Chief Operating Officer,Executive and Management,53.6,16.5,36,54.2,44.1,37,90-100
Costa Rica,Corporate Director of Human Resources,Human Resources,53.6,16.5,36,54.2,44.1,37,90-100
Costa Rica,Brand Manager,Marketing,53.6,16.5,36,54.2,44.1,37,90-100
Costa Rica,Quality Director,Quality Control and Compliance,53.6,16.5,36,54.2,44.1,37,90-100
Costa Rica,Forensic Scientist,Science and Technical Services,53.6,16.5,36,54.2,44.1,37,90-100
Costa Rica,Telecommunications Manager,Telecommunication,53.6,16.5,36,54.2,44.1,37,90-100
Japan,Financial Director,Accounting and Finance,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Bank Manager,Banking,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,CEO,Executive and Management,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Health Services Manager,Health and Medical,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Orthoptist,Health and Medical,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Judge Advocate,Legal,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Biophysicist,Science and Technical Services,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Clinical Laboratory Scientist,Science and Technical Services,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Genomics Scientist,Science and Technical Services,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Global Technical Lead,Science and Technical Services,50.7,15.1,33.8,55.4,30.9,99.5,90-100
Japan,Nuclear Engineer,Science and Technical Services,50.7,15.1,33.8,55.4,30.9,99.5,90-100
France,Aircraft Pilot,Airlines / Aviation / Aerospace / Defense,66,22.3,45.3,68.6,57.9,83.4,90-100
France,Town Planner,Real Estate,66,22.3,45.3,68.6,57.9,83.4,90-100
Ireland,Financial Director,Accounting and Finance,66.5,47.3,57.4,58.9,65.9,82,90-100
Venezuela,Infection Control Practitioner,Health and Medical,39.4,5.7,23.4,38.3,38.5,12.6,90-100
Venezuela,Medical Affairs Director,Pharmaceutical and Biotechnology,39.4,5.7,23.4,38.3,38.5,12.6,90-100
Venezuela,Global Wholesale Manager,Sales Retail and Wholesale,39.4,5.7,23.4,38.3,38.5,12.6,90-100
Oman,Financial Services Manager,Accounting and Finance,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,International Tax Director,Accounting and Finance,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Airline Pilot,Airlines / Aviation / Aerospace / Defense,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Foreign Exchange Manager,Banking,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Chief Operating Officer,Executive and Management,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Public Health Analyst,Health and Medical,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Vision Rehabilitation Therapist,Health and Medical,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Information Technology Director,Information Technology,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Information Technology Manager,Information Technology,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Director of Marketing,Marketing,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Oman,Forensic Scientist,Science and Technical Services,44.4,13.3,29.7,39.5,33.5,109.6,90-100
Jordan,Surgeon - Trauma,Health and Medical,43,7.6,26.2,36.9,35.8,36.4,90-100
Guernsey,Executive Accountant,Accounting and Finance,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Automotive Estimator,Automotive,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Corporate Banker,Banking,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Personal Banker,Banking,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Licensed Practical Nurse (LPN),Health and Medical,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Information Technology Administrator,Information Technology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,PHP Developer,Information Technology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Swim Instructor,Recreation and Sports,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Physics Teacher,Teaching / Education,67.5,46.7,57.6,68.8,63.6,83.2,90-100
United Kingdom,Guest Service Executive,Food / Hospitality / Tourism / Catering,63.7,33.5,49.4,55.5,63.9,90.1,90-100
United Kingdom,Database Administrator,Information Technology,63.7,33.5,49.4,55.5,63.9,90.1,90-100
United Kingdom,Information Technology Trainer,Information Technology,63.7,33.5,49.4,55.5,63.9,90.1,90-100
United Kingdom,Censorship Executive,Media / Broadcasting / Arts / Entertainment,63.7,33.5,49.4,55.5,63.9,90.1,90-100
United Kingdom,Correspondent,Media / Broadcasting / Arts / Entertainment,63.7,33.5,49.4,55.5,63.9,90.1,90-100
United Kingdom,College Aide,Teaching / Education,63.7,33.5,49.4,55.5,63.9,90.1,90-100
Cayman Islands,Airlines Sales Director,Airlines / Aviation / Aerospace / Defense,111.7,76,94.8,109,99.5,73.7,90-100
Cayman Islands,Mortgage Operations Manager,Banking,111.7,76,94.8,109,99.5,73.7,90-100
Cayman Islands,Medical Affairs Director,Pharmaceutical and Biotechnology,111.7,76,94.8,109,99.5,73.7,90-100
Bahrain,Mortgage Operations Manager,Banking,53.7,22.6,39,46.4,43.4,83.6,90-100
Bahrain,Hotel Manager,Food / Hospitality / Tourism / Catering,53.7,22.6,39,46.4,43.4,83.6,90-100
Bahrain,Audiologist,Health and Medical,53.7,22.6,39,46.4,43.4,83.6,90-100
Georgia,Clinical Psychologist,Health and Medical,37.2,15.5,26.9,35.7,34.5,27.9,90-100
Georgia,Physician - Neurology,Health and Medical,37.2,15.5,26.9,35.7,34.5,27.9,90-100
Switzerland,Executive Personal Assistant,Administration / Reception / Secretarial,112.2,52.8,84,116.7,104.1,118.9,90-100
Switzerland,Mining Project Assistant,Oil / Gas / Energy / Mining,112.2,52.8,84,116.7,104.1,118.9,90-100
Jersey,Financial Claims Supervisor,Accounting and Finance,74.3,52.5,64,64.1,93.6,72,90-100
Jersey,Risk Officer,Executive and Management,74.3,52.5,64,64.1,93.6,72,90-100
Jersey,SEO Manager,Information Technology,74.3,52.5,64,64.1,93.6,72,90-100
Saudi Arabia,Hotel Manager,Food / Hospitality / Tourism / Catering,47.4,12.2,30.7,40.8,32.9,105.1,90-100
Saudi Arabia,Pharmacy Manager,Pharmaceutical and Biotechnology,47.4,12.2,30.7,40.8,32.9,105.1,90-100
Saudi Arabia,Geologist,Science and Technical Services,47.4,12.2,30.7,40.8,32.9,105.1,90-100
Bahamas,Dean of Faculty,Teaching / Education,88.5,41.8,66.3,80.5,80.4,38,90-100
United States,Laboratory Researcher,Science and Technical Services,72.9,44.7,59.5,74.2,68.4,120.9,90-100
China,Executive Manager,Executive and Management,34.1,13.4,24.3,37.6,21,60.5,90-100
China,Radiographer,Health and Medical,34.1,13.4,24.3,37.6,21,60.5,90-100
Denmark,Audit Supervisor,Accounting and Finance,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Media Project Manager,Advertising / Graphic Design / Events,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Aircraft Quality Assurance,Airlines / Aviation / Aerospace / Defense,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Client Relationship Manager,Customer Service and Call Center,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Corporate Affairs Executive,Executive and Management,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Operations Manager,Factory and Manufacturing,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Gas Supply Manager,Oil / Gas / Energy / Mining,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Purchaser,Purchasing and Inventory,75.2,28.6,53.1,65,82.6,103.3,90-100
Brunei,Physician - Internal Medicine,Health and Medical,50.5,17.4,34.8,65.6,25.6,87,90-100
Guernsey,Financial Applications Specialist,Accounting and Finance,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Materials Researcher,Engineering,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Operations Engineer,Factory and Manufacturing,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Change Administrator,Information Technology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Data Center Technician,Information Technology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Front End Web Developer,Information Technology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Graphical User Interface ( GUI ) Programmer,Information Technology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Court Liaison Specialist,Legal,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Marketing Administrator,Marketing,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Veterinary Technician,Pet Care,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Pharmacy Aide,Pharmaceutical and Biotechnology,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Real Estate Broker,Real Estate,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Assistant Coach,Recreation and Sports,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Biofuels Processing Technician,Science and Technical Services,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Guernsey,Technical Support Engineer,Telecommunication,67.5,46.7,57.6,68.8,63.6,83.2,90-100
Singapore,Assistant Accounting Manager,Accounting and Finance,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Audit Supervisor,Accounting and Finance,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,KYC Team Leader,Accounting and Finance,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Media Project Manager,Advertising / Graphic Design / Events,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Mortgage Processing Manager,Banking,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Trade Product Manager,Banking,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Language Specialist,Bilingual,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Business Advisor,Business Planning,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Business Systems Analyst,Business Planning,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Client Relationship Manager,Customer Service and Call Center,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Customer Service Manager,Customer Service and Call Center,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Mechanical Engineering Manager,Engineering,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Field Service Manager,Facilities / Maintenance / Repair,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Quality Control Manager,Factory and Manufacturing,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Fashion Designer,Fashion and Apparel,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Hotel Sales Manager,Food / Hospitality / Tourism / Catering,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Advanced Practice Provider,Health and Medical,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Labor Relations Manager,Human Resources,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Information Program Director,Information Technology,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Service Delivery Manager,Information Technology,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Associate Product Manager,Marketing,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Digital Marketing Strategist,Marketing,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Research Executive,Marketing,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Wind Energy Project Manager,Oil / Gas / Energy / Mining,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Staff Pharmacist,Pharmaceutical and Biotechnology,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Purchaser,Purchasing and Inventory,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Project Sales Executive,Sales Retail and Wholesale,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Sales Executive,Sales Retail and Wholesale,81.9,71.9,77.1,75,55.3,103,90-100
Singapore,Behavior Analyst,Science and Technical Services,81.9,71.9,77.1,75,55.3,103,90-100
United Kingdom,Enrollment Counselor,Human Resources,63.7,33.5,49.4,55.5,63.9,90.1,90-100
United Kingdom,Telecommunication Service Management Coordinator,Telecommunication,63.7,33.5,49.4,55.5,63.9,90.1,90-100
Cuba,Plumber,Construction / Building / Installation,45.6,10.6,29,41.3,25.5,1.7,90-100
Cuba,Recreation Assistant,Recreation and Sports,45.6,10.6,29,41.3,25.5,1.7,90-100
El Salvador,Surgeon - Heart Transplant,Health and Medical,41.1,16.8,29.6,42.7,30.5,22.2,90-100
Denmark,Social Media Manager,Advertising / Graphic Design / Events,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Linguist,Bilingual,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Psychometrist,Health and Medical,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Key Affiliate Manager,Marketing,75.2,28.6,53.1,65,82.6,103.3,90-100
Denmark,Pharmacist,Pharmaceutical and Biotechnology,75.2,28.6,53.1,65,82.6,103.3,90-100
Sweden,Clinical Research Manager,Pharmaceutical and Biotechnology,62.2,23.1,43.6,61.8,56.1,94.6,90-100
Georgia,Physician - Radiology,Health and Medical,37.2,15.5,26.9,35.7,34.5,27.9,90-100
Austria,Automotive General Manager,Automotive,66.8,23.7,46.4,64.8,59,84.4,90-100
Austria,Radiographer,Health and Medical,66.8,23.7,46.4,64.8,59,84.4,90-100
Austria,Director of Real Estate,Real Estate,66.8,23.7,46.4,64.8,59,84.4,90-100
Belgium,Training Manager,Insurance,63,21.4,43.3,56.1,67.8,90.7,90-100
Belgium,Criminal Investigator,Law Enforcement / Security / Fire,63,21.4,43.3,56.1,67.8,90.7,90-100
Estonia,Physician - Nuclear Medicine,Health and Medical,53,15.5,35.2,45.2,48.8,69,90-100
Finland,Distribution Manager,Executive and Management,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Finland,Program Director,Executive and Management,65.5,20.8,44.3,61.6,63.8,97.3,90-100
Germany,Physicist,Science and Technical Services,62.7,26.3,45.4,57.6,52.5,101,90-100
